Channel 	Counts	 
-90 	3 	
-70 	2 	
-50 	9 	
-30 	12 	
-10 	18 	
10 	28 	
30 	62 	
50 	99 	
70 	128 	
90 	158 	
110 	215 	
130 	287 	
150 	314 	
170 	374 	
190 	436 	
210 	504 	
230 	597 	
250 	627 	
270 	684 	
290 	687 	
310 	730 	
330 	773 	
350 	780 	
370 	828 	
390 	803 	
410 	848 	
430 	926 	
450 	872 	
470 	915 	
490 	959 	
510 	933 	
530 	953 	
550 	958 	
570 	952 	
590 	958 	
610 	992 	
630 	973 	
650 	974 	
670 	1009 	
690 	1005 	
710 	1055 	
730 	1088 	
750 	1144 	
770 	1130 	
790 	1130 	
810 	1152 	
830 	1165 	
850 	1145 	
870 	1132 	
890 	1155 	
910 	1123 	
930 	1101 	
950 	1101 	
970 	1103 	
990 	1047 	
1010 	978 	
1030 	1037 	
1050 	1002 	
1070 	923 	
1090 	857 	
1110 	910 	
1130 	823 	
1150 	801 	
1170 	759 	
1190 	680 	
1210 	687 	
1230 	635 	
1250 	598 	
1270 	658 	
1290 	567 	
1310 	551 	
1330 	531 	
1350 	509 	
1370 	472 	
1390 	450 	
1410 	447 	
1430 	430 	
1450 	425 	
1470 	381 	
1490 	389 	
1510 	337 	
1530 	328 	
1550 	351 	
1570 	311 	
1590 	283 	
1610 	256 	
1630 	286 	
1650 	261 	
1670 	238 	
1690 	248 	
1710 	250 	
1730 	266 	
1750 	226 	
1770 	240 	
1790 	263 	
1810 	270 	
1830 	261 	
1850 	277 	
1870 	332 	
1890 	345 	
1910 	339 	
1930 	360 	
1950 	389 	
1970 	406 	
1990 	413 	
2010 	444 	
2030 	515 	
2050 	557 	
2070 	566 	
2090 	661 	
2110 	784 	
2130 	867 	
2150 	905 	
2170 	1016 	
2190 	1089 	
2210 	1186 	
2230 	1251 	
2250 	1295 	
2270 	1341 	
2290 	1314 	
2310 	1321 	
2330 	1217 	
2350 	1167 	
2370 	1159 	
2390 	966 	
2410 	888 	
2430 	776 	
2450 	746 	
2470 	573 	
2490 	513 	
2510 	418 	
2530 	329 	
2550 	248 	
2570 	198 	
2590 	181 	
2610 	130 	
2630 	135 	
2650 	92 	
2670 	59 	
2690 	81 	
2710 	62 	
2730 	69 	
2750 	56 	
2770 	51 	
2790 	41 	
2810 	55 	
2830 	41 	
2850 	48 	
2870 	76 	
2890 	52 	
2910 	48 	
2930 	59 	
2950 	50 	
2970 	45 	
2990 	50 	
3010 	61 	
3030 	37 	
3050 	52 	
3070 	42 	
3090 	47 	
3110 	47 	
3130 	37 	
3150 	44 	
3170 	38 	
3190 	43 	
3210 	56 	
3230 	44 	
3250 	53 	
3270 	37 	
3290 	54 	
3310 	42 	
3330 	42 	
3350 	59 	
3370 	41 	
3390 	51 	
3410 	53 	
3430 	46 	
3450 	54 	
3470 	42 	
3490 	45 	
3510 	40 	
3530 	50 	
3550 	42 	
3570 	49 	
3590 	54 	
3610 	45 	
3630 	54 	
3650 	51 	
3670 	44 	
3690 	46 	
3710 	58 	
3730 	51 	
3750 	47 	
3770 	56 	
3790 	46 	
3810 	49 	
3830 	44 	
3850 	48 	
3870 	41 	
3890 	53 	
3910 	40 	
3930 	44 	
3950 	52 	
3970 	49 	
3990 	42 	
4010 	55 	
4030 	48 	
4050 	53 	
4070 	54 	
4090 	36 	
4110 	47 	
4130 	55 	
4150 	49 	
4170 	52 	
4190 	35 	
4210 	50 	
4230 	58 	
4250 	50 	
4270 	45 	
4290 	52 	
4310 	37 	
4330 	39 	
4350 	53 	
4370 	44 	
4390 	43 	
4410 	49 	
4430 	45 	
4450 	41 	
4470 	52 	
4490 	49 	
4510 	43 	
4530 	45 	
4550 	41 	
4570 	43 	
4590 	36 	
4610 	36 	
4630 	34 	
4650 	22 	
4670 	33 	
4690 	42 	
4710 	27 	
4730 	31 	
4750 	35 	
4770 	28 	
4790 	20 	
4810 	27 	
4830 	25 	
4850 	28 	
4870 	18 	
4890 	19 	
4910 	22 	
4930 	17 	
4950 	23 	
4970 	36 	
4990 	22 	
5010 	27 	
5030 	25 	
5050 	30 	
5070 	27 	
5090 	43 	
5110 	44 	
5130 	42 	
