Channel 	Counts	 
-90 	2 	
-70 	8 	
-50 	7 	
-30 	17 	
-10 	29 	
10 	47 	
30 	71 	
50 	102 	
70 	148 	
90 	238 	
110 	283 	
130 	362 	
150 	451 	
170 	504 	
190 	620 	
210 	690 	
230 	777 	
250 	848 	
270 	944 	
290 	1024 	
310 	1033 	
330 	1103 	
350 	1143 	
370 	1227 	
390 	1257 	
410 	1273 	
430 	1328 	
450 	1331 	
470 	1338 	
490 	1310 	
510 	1300 	
530 	1324 	
550 	1428 	
570 	1397 	
590 	1392 	
610 	1395 	
630 	1350 	
650 	1388 	
670 	1402 	
690 	1427 	
710 	1464 	
730 	1523 	
750 	1495 	
770 	1485 	
790 	1460 	
810 	1510 	
830 	1520 	
850 	1600 	
870 	1533 	
890 	1569 	
910 	1538 	
930 	1445 	
950 	1539 	
970 	1407 	
990 	1408 	
1010 	1367 	
1030 	1379 	
1050 	1278 	
1070 	1296 	
1090 	1245 	
1110 	1212 	
1130 	1154 	
1150 	1130 	
1170 	1055 	
1190 	994 	
1210 	921 	
1230 	848 	
1250 	891 	
1270 	784 	
1290 	775 	
1310 	749 	
1330 	740 	
1350 	718 	
1370 	717 	
1390 	666 	
1410 	637 	
1430 	647 	
1450 	594 	
1470 	583 	
1490 	552 	
1510 	529 	
1530 	497 	
1550 	524 	
1570 	530 	
1590 	541 	
1610 	493 	
1630 	460 	
1650 	459 	
1670 	435 	
1690 	476 	
1710 	458 	
1730 	456 	
1750 	446 	
1770 	434 	
1790 	460 	
1810 	465 	
1830 	446 	
1850 	458 	
1870 	468 	
1890 	527 	
1910 	503 	
1930 	539 	
1950 	570 	
1970 	578 	
1990 	590 	
2010 	623 	
2030 	677 	
2050 	734 	
2070 	739 	
2090 	811 	
2110 	887 	
2130 	913 	
2150 	992 	
2170 	1151 	
2190 	1164 	
2210 	1257 	
2230 	1364 	
2250 	1446 	
2270 	1482 	
2290 	1434 	
2310 	1480 	
2330 	1418 	
2350 	1340 	
2370 	1312 	
2390 	1205 	
2410 	1058 	
2430 	997 	
2450 	823 	
2470 	711 	
2490 	589 	
2510 	545 	
2530 	446 	
2550 	323 	
2570 	284 	
2590 	238 	
2610 	176 	
2630 	151 	
2650 	140 	
2670 	124 	
2690 	105 	
2710 	93 	
2730 	65 	
2750 	68 	
2770 	74 	
2790 	81 	
2810 	85 	
2830 	83 	
2850 	75 	
2870 	88 	
2890 	73 	
2910 	79 	
2930 	75 	
2950 	83 	
2970 	95 	
2990 	80 	
3010 	80 	
3030 	70 	
3050 	77 	
3070 	69 	
3090 	68 	
3110 	61 	
3130 	57 	
