Time,Voltage,error
-5e-08,0.0004363636363636363,0.00029418608829354006
-4.8e-08,0.0009272727272727272,0.00044964632566253464
-4.6e-08,0.0011454545454545454,0.00044802597327306
-4.4e-08,0.0012363636363636364,0.000564398311961911
-4.2e-08,0.0017818181818181817,0.0005618152397687017
-4e-08,0.0018909090909090909,0.000683307464403171
-3.8e-08,0.0022,0.0007429670248402684
-3.6e-08,0.002327272727272727,0.0009644593398281848
-3.4e-08,0.0024909090909090914,0.0008360078294544201
-3.2e-08,0.0028545454545454542,0.001031856226771575
-3e-08,0.0030545454545454543,0.000980166961658713
-2.8e-08,0.003254545454545455,0.0007853198537712342
-2.6e-08,0.0034545454545454545,0.0009553676113032472
-2.4e-08,0.0036363636363636364,0.0008846159927027403
-2.2e-08,0.0037090909090909093,0.0008263831380837167
-2e-08,0.004145454545454546,0.0006455441679136082
-1.8e-08,0.004581818181818181,0.0007972680625964919
-1.6e-08,0.0048727272727272725,0.0008450927867292551
-1.4e-08,0.0052545454545454544,0.0008767709351519773
-1.2e-08,0.005418181818181818,0.0010637839835400623
-1e-08,0.0054,0.0011523888232710347
-8e-09,0.005618181818181818,0.0010176622050741414
-6e-09,0.006036363636363637,0.0009584077704951347
-4e-09,0.006418181818181819,0.0006838394282551744
-2e-09,0.006854545454545455,0.0008948336564564794
-0.0,0.00689090909090909,0.0010931189738125904
2e-09,0.00689090909090909,0.0008595982148126479
4e-09,0.0072545454545454545,0.0011030536128073163
6e-09,0.007509090909090909,0.0011742695989035445
8e-09,0.007763636363636364,0.0011447905723517531
1e-08,0.008145454545454546,0.0010279724085437664
1.2e-08,0.008527272727272729,0.0013660826542277074
1.4e-08,0.0088,0.001411382301150188
1.6e-08,0.008509090909090909,0.0012660604610006158
1.8e-08,0.008672727272727273,0.0011975733038865797
2e-08,0.008727272727272728,0.0011975733038865797
2.2e-08,0.008763636363636364,0.0012893973222189718
2.4e-08,0.008945454545454546,0.0013389276577647025
2.6e-08,0.009236363636363636,0.001141291134875521
2.8e-08,0.009490909090909092,0.0010596740493704145
3e-08,0.009381818181818182,0.0010787197799411873
3.2e-08,0.009363636363636364,0.0012257836083687259
3.4e-08,0.009745454545454545,0.0014452429805147896
3.6e-08,0.009927272727272727,0.0014121550262566139
3.8e-08,0.010018181818181818,0.001174579228335136
4e-08,0.010054545454545453,0.0012902431060568672
4.2e-08,0.010127272727272724,0.0011145321072906864
4.4e-08,0.010436363636363638,0.0015920255822521993
4.6e-08,0.01049090909090909,0.0013866899764940581
4.8e-08,0.010436363636363636,0.0014389390030663059
5e-08,0.010654545454545456,0.0015049010840341873
5.2e-08,0.010672727272727271,0.0015473143889274145
5.4e-08,0.010763636363636362,0.0013230818019100163
5.6e-08,0.010872727272727273,0.0010668560437949526
5.8e-08,0.011072727272727274,0.000922053045210425
6e-08,0.011090909090909094,0.0011361818036340363
6.2e-08,0.01129090909090909,0.0011640056232291537
6.4e-08,0.011509090909090912,0.001174269598903544
6.6e-08,0.011509090909090908,0.0012177475481022705
6.8e-08,0.011672727272727274,0.0010705988128995
7e-08,0.011890909090909091,0.0012469599395766853
7.2e-08,0.011854545454545456,0.0012524884321730373
7.4e-08,0.012127272727272726,0.001392185985485351
7.6e-08,0.012163636363636364,0.0010651504375183132
7.8e-08,0.012145454545454544,0.0009637049718286568
8e-08,0.012018181818181818,0.0010971036248396792
8.2e-08,0.0122,0.0010079682534683324
8.4e-08,0.012309090909090908,0.0010634420957010735
8.6e-08,0.0124,0.0012425779653607255
8.8e-08,0.01249090909090909,0.0010367782264829306
9e-08,0.012618181818181818,0.0011813705445948633
9.2e-08,0.012618181818181818,0.0012213256583059099
9.4e-08,0.012636363636363635,0.0010800673379680803
9.6e-08,0.012618181818181818,0.0010824215277036777
9.8e-08,0.012727272727272726,0.0012434555955810477
1e-07,0.012727272727272726,0.0012337673274089482
1.02e-07,0.012727272727272726,0.0011807547663176374
1.04e-07,0.013,0.0012231107881136524
1.06e-07,0.012963636363636366,0.0013647510595509549
1.08e-07,0.012890909090909092,0.001489600312469453
1.1e-07,0.013072727272727274,0.0014485102064472376
1.12e-07,0.013163636363636365,0.0014988480425131346
1.14e-07,0.012981818181818183,0.0012375929717141916
1.16e-07,0.012963636363636365,0.0012093574552403661
1.18e-07,0.013072727272727274,0.0012594371037022128
1.2e-07,0.013236363636363636,0.0011164880001797845
1.22e-07,0.013218181818181816,0.0012663476472266075
1.24e-07,0.013290909090909091,0.001262897102264904
1.26e-07,0.0132,0.0011523888232710347
1.28e-07,0.013254545454545453,0.0010773705364113466
1.3e-07,0.013527272727272728,0.0009306888944119935
1.32e-07,0.013527272727272723,0.000581534021517072
1.34e-07,0.013327272727272728,0.0008013624761503484
1.36e-07,0.013363636363636366,0.0008755258160359718
1.38e-07,0.013381818181818179,0.0008316467781674885
1.4e-07,0.013509090909090908,0.000811732154660077
1.42e-07,0.013563636363636363,0.0008090398349558906
1.44e-07,0.013672727272727276,0.0011109373601521457
1.46e-07,0.01363636363636364,0.0013321206606555786
1.48e-07,0.013690909090909092,0.000939632423295988
1.5e-07,0.013600000000000001,0.0008532291603080617
1.52e-07,0.013545454545454548,0.0008347019065075106
1.54e-07,0.013709090909090909,0.0009565088033620448
1.56e-07,0.013563636363636363,0.000852376357336039
1.58e-07,0.013727272727272725,0.0008638181626834541
1.6e-07,0.013836363636363636,0.0010385304302452838
1.62e-07,0.013745454545454543,0.000805436076127257
1.64e-07,0.013854545454545454,0.0006698710866482243
1.66e-07,0.014090909090909091,0.0007867077544483024
1.68e-07,0.014018181818181819,0.0006954396908692829
1.7e-07,0.013854545454545454,0.0007802097620045988
1.72e-07,0.013800000000000002,0.0009423375191511799
1.74e-07,0.01358181818181818,0.0008874887963441361
1.76e-07,0.01350909090909091,0.0009893983479413592
1.78e-07,0.0134,0.00103150375665821
1.8e-07,0.013345454545454547,0.0009842394387176696
1.82e-07,0.013418181818181817,0.0011043714790034934
1.84e-07,0.013290909090909091,0.0012628971022649038
1.86e-07,0.013272727272727271,0.0012272659932475187
1.88e-07,0.013236363636363636,0.0010911211915023257
1.9e-07,0.013254545454545456,0.001206949573398687
1.92e-07,0.013199999999999996,0.0012457929201917948
1.94e-07,0.013472727272727273,0.0011636931804310869
1.96e-07,0.013600000000000001,0.001189957982451481
1.98e-07,0.013618181818181817,0.0013189527526171526
2e-07,0.013781818181818183,0.0012663476472266073
2.02e-07,0.0138,0.000995991967839099
2.04e-07,0.013690909090909092,0.0008549322142188179
2.06e-07,0.013781818181818183,0.0010254932294444289
2.08e-07,0.013872727272727271,0.0011393778206467853
2.1e-07,0.013909090909090906,0.0011220111812763236
2.12e-07,0.013927272727272727,0.0011841375841437594
2.14e-07,0.014054545454545457,0.0011801386667367835
2.16e-07,0.013872727272727271,0.0012370051811459069
2.18e-07,0.013854545454545454,0.0008721968084826228
2.2e-07,0.013872727272727271,0.0009970866653314636
2.22e-07,0.013963636363636366,0.0009415654276498555
2.24e-07,0.013963636363636366,0.0008333939371902431
2.26e-07,0.013872727272727274,0.00093497690783346
2.28e-07,0.013818181818181818,0.0010675375232919752
2.3e-07,0.013709090909090909,0.0011112646358582149
2.32e-07,0.013581818181818183,0.0011115918152075266
2.34e-07,0.013545454545454545,0.0008813213220654957
2.36e-07,0.013654545454545454,0.0009125389157330621
2.38e-07,0.013654545454545454,0.0009212639538847012
2.4e-07,0.013545454545454548,0.0010279724085437666
2.42e-07,0.013709090909090909,0.0012144583528919757
2.44e-07,0.013654545454545454,0.001024073860972573
2.46e-07,0.013709090909090909,0.0007608607565836805
2.48e-07,0.013636363636363634,0.0006917697988098745
2.5e-07,0.013272727272727271,0.0009477245476307018
2.52e-07,0.013363636363636366,0.0012893973222189716
2.54e-07,0.013399999999999997,0.0012489995996796798
2.56e-07,0.013218181818181816,0.0010215852209367379
2.58e-07,0.013054545454545452,0.0009212639538847013
2.6e-07,0.013000000000000001,0.001050714042925096
2.62e-07,0.013254545454545456,0.0012135597524338358
2.64e-07,0.013272727272727271,0.0012939017807321457
2.66e-07,0.013054545454545456,0.0013859030531488384
2.68e-07,0.012872727272727274,0.0013921859854853515
2.7e-07,0.01270909090909091,0.0010406291803082843
2.72e-07,0.012927272727272726,0.0010325608060457352
2.74e-07,0.012927272727272732,0.0010247837909441281
2.76e-07,0.013109090909090909,0.0010634420957010733
2.78e-07,0.013054545454545456,0.0010434209470425984
2.8e-07,0.012854545454545454,0.000951171526448975
2.82e-07,0.013072727272727274,0.001167125450918546
2.84e-07,0.01336363636363636,0.001168993350941507
2.86e-07,0.013181818181818182,0.001052443045317115
2.88e-07,0.01307272727272727,0.0012969895212305376
2.9e-07,0.012981818181818183,0.001429558100825694
2.92e-07,0.012800000000000004,0.0014254823744964372
