Time,Voltage,error
2.94e-07,0.012799999999999999,0.0014057026712644464
2.96e-07,0.01298181818181818,0.0014154986272110488
2.98e-07,0.012945454545454545,0.001408803489748401
3e-07,0.013145454545454544,0.0012995103973140317
3.02e-07,0.01309090909090909,0.0012533591228810247
3.04e-07,0.013,0.0013594116374373143
3.06e-07,0.01298181818181818,0.001224596408469486
3.08e-07,0.01290909090909091,0.0013924471591084133
3.1e-07,0.012981818181818183,0.0011813705445948633
3.12e-07,0.012890909090909092,0.0010133652307579392
3.14e-07,0.013072727272727274,0.0012814764212352163
3.16e-07,0.01289090909090909,0.0011326557689382466
3.18e-07,0.012672727272727273,0.0009970866653314639
3.2e-07,0.01276363636363636,0.00096257231133326
3.22e-07,0.013054545454545456,0.0008858483350592659
3.24e-07,0.01310909090909091,0.0008780142885563371
3.26e-07,0.013036363636363636,0.0006438520439863916
3.28e-07,0.0128,0.0005656854249492384
3.3e-07,0.012781818181818182,0.0005688904671695278
3.32e-07,0.012818181818181817,0.0006226045001735558
3.34e-07,0.013072727272727274,0.0006589247439441154
3.36e-07,0.012854545454545457,0.000732616729762072
3.38e-07,0.012872727272727274,0.0008684364214965988
3.4e-07,0.013072727272727274,0.0007336087637029823
3.42e-07,0.0132,0.0006928203230275509
3.44e-07,0.012963636363636361,0.0008936137054373409
3.46e-07,0.013018181818181818,0.000985716167888284
3.48e-07,0.013181818181818183,0.0009357544355419129
3.5e-07,0.013218181818181816,0.0010600171525198846
3.52e-07,0.013054545454545452,0.0007903969083487566
3.54e-07,0.01290909090909091,0.0007502726777039737
3.56e-07,0.012872727272727274,0.0009392453450413358
3.58e-07,0.013018181818181818,0.0011745792283351362
3.6e-07,0.01289090909090909,0.0011911797055478618
3.62e-07,0.01298181818181818,0.001188123042296699
3.64e-07,0.012909090909090908,0.001243748001368883
3.66e-07,0.012909090909090908,0.0012628971022649038
3.68e-07,0.0128,0.001229634091915152
3.7e-07,0.01290909090909091,0.0011466948551855853
3.72e-07,0.012854545454545457,0.0012036308706273996
3.74e-07,0.012618181818181818,0.0014407068971988588
3.76e-07,0.012836363636363639,0.0013851156827303108
3.78e-07,0.013054545454545456,0.001344889316162216
3.8e-07,0.01289090909090909,0.0011844446339568143
3.82e-07,0.013000000000000001,0.0011999999999999997
3.84e-07,0.01301818181818182,0.00124725152380599
3.86e-07,0.012963636363636366,0.0012027241805773487
3.88e-07,0.01298181818181818,0.0012820438228221234
3.9e-07,0.012909090909090908,0.0010251385715643962
3.92e-07,0.01287272727272727,0.0010817494248585567
3.94e-07,0.012581818181818184,0.0010097704509621798
3.96e-07,0.012818181818181817,0.0009357544355419126
3.98e-07,0.012781818181818179,0.0010097704509621798
4e-07,0.012745454545454544,0.0013269239890541103
4.02e-07,0.012963636363636361,0.0014333685689819824
4.04e-07,0.012745454545454548,0.0015233933414345994
4.06e-07,0.0126,0.0016024980499208107
4.08e-07,0.012454545454545456,0.0012746479014721175
4.1e-07,0.012472727272727274,0.0012141588933009626
4.12e-07,0.012636363636363635,0.0010500216447985509
4.14e-07,0.012545454545454544,0.0010661741287084734
4.16e-07,0.012400000000000001,0.001274362585765919
4.18e-07,0.01229090909090909,0.0012210278829367868
4.2e-07,0.012290909090909092,0.0008215285088839529
4.22e-07,0.012145454545454548,0.000775065979596107
4.24e-07,0.012036363636363635,0.0010032673893561252
4.26e-07,0.011854545454545456,0.001000363570271965
4.28e-07,0.011854545454545456,0.0009081449623971236
4.3e-07,0.011927272727272726,0.0009519358267140798
4.32e-07,0.012,0.0009838699100999076
4.34e-07,0.012163636363636364,0.0008139689518313673
4.36e-07,0.012072727272727273,0.0006886086103018306
4.38e-07,0.011981818181818179,0.000776940386153509
4.4e-07,0.012199999999999999,0.0005291502622129184
4.42e-07,0.012254545454545457,0.0006817090821804217
4.44e-07,0.012199999999999999,0.0005513619500836092
4.46e-07,0.012345454545454547,0.0009125389157330621
4.48e-07,0.012527272727272725,0.0008591750800516845
4.5e-07,0.012581818181818182,0.0006477934575436555
4.52e-07,0.012363636363636365,0.0005427204202399747
4.54e-07,0.012090909090909091,0.0008915767442621475
4.56e-07,0.011872727272727273,0.000796355334120277
4.58e-07,0.012054545454545455,0.0008298959409029984
4.6e-07,0.012272727272727274,0.0008450927867292552
4.62e-07,0.012163636363636364,0.0008333939371902434
4.64e-07,0.011927272727272726,0.0010668560437949528
4.66e-07,0.011781818181818181,0.000900908632235458
4.68e-07,0.011927272727272729,0.000980908669643519
4.7e-07,0.011945454545454544,0.000980166961658713
4.72e-07,0.011818181818181818,0.0010524430453171152
4.74e-07,0.011654545454545456,0.0011422465901578663
4.76e-07,0.011509090909090908,0.0006284179269475777
4.78e-07,0.011454545454545457,0.0007853198537712344
4.8e-07,0.011563636363636364,0.0007201010030165592
4.82e-07,0.011436363636363635,0.0005500413207618628
4.84e-07,0.01129090909090909,0.0006949166071616728
4.86e-07,0.011327272727272726,0.0008956460339787244
4.88e-07,0.011272727272727275,0.001024783790944128
4.9e-07,0.011163636363636363,0.0009912343085998665
4.92e-07,0.011072727272727269,0.0008638181626834541
4.94e-07,0.011054545454545454,0.0009255956313246475
4.96e-07,0.0108,0.0009208691546577072
4.98e-07,0.011054545454545454,0.0008903523306687487
5e-07,0.011236363636363635,0.0009113426658208505
5.02e-07,0.011127272727272729,0.000930688894411993
5.04e-07,0.011163636363636363,0.000703239258393226
5.06e-07,0.011054545454545454,0.0006266795614405121
5.08e-07,0.01089090909090909,0.0006891364820622188
