Channel 	Counts	 
-90 	4 	
-70 	7 	
-50 	18 	
-30 	29 	
-10 	32 	
10 	71 	
30 	101 	
50 	120 	
70 	189 	
90 	234 	
110 	303 	
130 	389 	
150 	413 	
170 	502 	
190 	544 	
210 	592 	
230 	645 	
250 	697 	
270 	695 	
290 	700 	
310 	744 	
330 	810 	
350 	870 	
370 	872 	
390 	886 	
410 	892 	
430 	902 	
450 	916 	
470 	957 	
490 	932 	
510 	959 	
530 	936 	
550 	956 	
570 	956 	
590 	1006 	
610 	1055 	
630 	1049 	
650 	1104 	
670 	1098 	
690 	1269 	
710 	1346 	
730 	1339 	
750 	1409 	
770 	1469 	
790 	1464 	
810 	1381 	
830 	1378 	
850 	1366 	
870 	1262 	
890 	1168 	
910 	1096 	
930 	1104 	
950 	1069 	
970 	972 	
990 	908 	
1010 	857 	
1030 	815 	
1050 	678 	
1070 	720 	
1090 	724 	
1110 	668 	
1130 	631 	
1150 	632 	
1170 	599 	
1190 	573 	
1210 	631 	
1230 	510 	
1250 	559 	
1270 	529 	
1290 	497 	
1310 	477 	
1330 	452 	
1350 	449 	
1370 	430 	
1390 	391 	
1410 	401 	
1430 	360 	
1450 	375 	
1470 	308 	
1490 	310 	
1510 	278 	
1530 	275 	
1550 	251 	
1570 	250 	
1590 	229 	
1610 	226 	
1630 	253 	
1650 	270 	
1670 	305 	
1690 	316 	
1710 	292 	
1730 	407 	
1750 	388 	
1770 	418 	
1790 	514 	
1810 	498 	
1830 	559 	
1850 	604 	
1870 	620 	
1890 	686 	
1910 	780 	
1930 	874 	
1950 	951 	
1970 	1128 	
1990 	1251 	
2010 	1344 	
2030 	1580 	
2050 	1768 	
2070 	1929 	
2090 	2154 	
2110 	2212 	
2130 	2280 	
2150 	2350 	
2170 	2469 	
2190 	2354 	
2210 	2213 	
2230 	2247 	
2250 	1965 	
2270 	1751 	
2290 	1604 	
2310 	1412 	
2330 	1201 	
2350 	1018 	
2370 	818 	
2390 	612 	
2410 	556 	
2430 	410 	
2450 	332 	
2470 	226 	
2490 	208 	
2510 	153 	
2530 	145 	
2550 	97 	
2570 	102 	
2590 	104 	
2610 	81 	
2630 	79 	
2650 	94 	
2670 	87 	
2690 	91 	
2710 	84 	
2730 	101 	
2750 	71 	
2770 	72 	
2790 	75 	
2810 	88 	
2830 	80 	
2850 	67 	
2870 	78 	
2890 	73 	
2910 	88 	
2930 	81 	
2950 	79 	
2970 	83 	
2990 	76 	
3010 	77 	
3030 	71 	
3050 	74 	
3070 	87 	
3090 	77 	
3110 	86 	
3130 	77 	
3150 	68 	
3170 	95 	
3190 	76 	
3210 	86 	
3230 	82 	
3250 	83 	
3270 	65 	
3290 	90 	
3310 	84 	
3330 	87 	
3350 	83 	
3370 	67 	
3390 	93 	
3410 	90 	
3430 	80 	
3450 	88 	
3470 	89 	
3490 	83 	
3510 	81 	
3530 	80 	
3550 	67 	
3570 	88 	
3590 	91 	
3610 	68 	
3630 	69 	
3650 	73 	
3670 	83 	
3690 	80 	
3710 	81 	
3730 	80 	
3750 	97 	
3770 	90 	
3790 	84 	
3810 	82 	
3830 	89 	
3850 	87 	
3870 	90 	
3890 	80 	
3910 	80 	
3930 	81 	
3950 	92 	
3970 	85 	
3990 	89 	
4010 	96 	
4030 	101 	
4050 	96 	
4070 	95 	
4090 	92 	
4110 	100 	
4130 	78 	
4150 	78 	
4170 	86 	
4190 	86 	
4210 	85 	
4230 	95 	
4250 	78 	
4270 	83 	
4290 	93 	
4310 	72 	
4330 	70 	
4350 	62 	
4370 	62 	
4390 	67 	
4410 	64 	
4430 	64 	
4450 	49 	
4470 	54 	
4490 	55 	
4510 	64 	
4530 	48 	
4550 	36 	
4570 	44 	
4590 	43 	
4610 	43 	
4630 	47 	
4650 	38 	
4670 	42 	
4690 	45 	
4710 	34 	
4730 	35 	
4750 	42 	
4770 	52 	
4790 	50 	
4810 	44 	
4830 	53 	
4850 	55 	
4870 	60 	
4890 	61 	
4910 	70 	
4930 	96 	
4950 	102 	
4970 	105 	
4990 	124 	
5010 	114 	
5030 	139 	
5050 	117 	
5070 	147 	
5090 	131 	
5110 	148 	
5130 	157 	
5150 	183 	
5170 	185 	
5190 	202 	
5210 	203 	
5230 	182 	
5250 	200 	
5270 	194 	
5290 	174 	
5310 	190 	
5330 	180 	
5350 	185 	
5370 	152 	
5390 	148 	
5410 	180 	
5430 	140 	
5450 	109 	
5470 	119 	
5490 	93 	
5510 	100 	
5530 	106 	
5550 	59 	
5570 	65 	
5590 	58 	
5610 	45 	
5630 	43 	
5650 	39 	
5670 	22 	
5690 	22 	
5710 	16 	
5730 	15 	
5750 	8 	
5770 	14 	
5790 	4 	
5810 	10 	
5830 	6 	
5850 	3 	
5870 	3 	
5890 	8 	
5910 	4 	
5930 	3 	
5950 	1 	
5970 	3 	
5990 	2 	
6010 	1 	
6030 	1 	
6050 	1 	
6070 	4 	
6090 	2 	
6110 	0 	
6130 	0 	
6150 	3 	
6170 	1 	
6190 	1 	
6210 	2 	
6230 	2 	
6250 	1 	
6270 	3 	
6290 	2 	
6310 	1 	
