Channel 	Counts	 
-90 	16 	
-70 	17 	
-50 	33 	
-30 	47 	
-10 	51 	
10 	75 	
30 	89 	
50 	127 	
70 	202 	
90 	225 	
110 	298 	
130 	352 	
150 	407 	
170 	455 	
190 	478 	
210 	535 	
230 	587 	
250 	648 	
270 	696 	
290 	687 	
310 	708 	
330 	763 	
350 	755 	
370 	766 	
390 	883 	
410 	898 	
430 	891 	
450 	880 	
470 	956 	
490 	916 	
510 	954 	
530 	1031 	
550 	996 	
570 	947 	
590 	1012 	
610 	995 	
630 	1044 	
650 	1035 	
670 	1097 	
690 	1188 	
710 	1227 	
730 	1261 	
750 	1280 	
770 	1379 	
790 	1376 	
810 	1420 	
830 	1379 	
850 	1326 	
870 	1329 	
890 	1245 	
910 	1213 	
930 	1161 	
950 	1089 	
970 	995 	
990 	1034 	
1010 	935 	
1030 	877 	
1050 	850 	
1070 	727 	
1090 	759 	
1110 	694 	
1130 	677 	
1150 	632 	
1170 	606 	
1190 	575 	
1210 	527 	
1230 	502 	
1250 	485 	
1270 	463 	
1290 	429 	
1310 	443 	
1330 	427 	
1350 	429 	
1370 	412 	
1390 	324 	
1410 	406 	
1430 	336 	
1450 	305 	
1470 	290 	
1490 	246 	
1510 	289 	
1530 	290 	
1550 	249 	
1570 	217 	
1590 	231 	
1610 	202 	
1630 	214 	
1650 	221 	
1670 	202 	
1690 	261 	
1710 	292 	
1730 	301 	
1750 	332 	
1770 	334 	
1790 	419 	
1810 	384 	
1830 	457 	
1850 	487 	
1870 	544 	
1890 	598 	
1910 	650 	
1930 	719 	
1950 	841 	
1970 	917 	
1990 	1016 	
2010 	1159 	
2030 	1283 	
2050 	1357 	
2070 	1544 	
2090 	1713 	
2110 	1856 	
2130 	2008 	
2150 	2074 	
2170 	2044 	
2190 	1990 	
2210 	2040 	
2230 	1874 	
2250 	1741 	
2270 	1624 	
2290 	1496 	
2310 	1234 	
2330 	1098 	
2350 	839 	
2370 	758 	
2390 	622 	
2410 	468 	
2430 	383 	
2450 	307 	
2470 	254 	
2490 	192 	
2510 	146 	
2530 	115 	
2550 	96 	
2570 	95 	
2590 	85 	
2610 	70 	
2630 	63 	
2650 	82 	
2670 	72 	
2690 	56 	
2710 	68 	
2730 	64 	
2750 	64 	
2770 	61 	
2790 	64 	
2810 	68 	
2830 	72 	
2850 	63 	
2870 	65 	
2890 	61 	
2910 	61 	
2930 	81 	
2950 	64 	
2970 	68 	
2990 	72 	
3010 	68 	
3030 	74 	
3050 	76 	
3070 	57 	
3090 	71 	
3110 	65 	
3130 	65 	
3150 	73 	
3170 	62 	
3190 	63 	
3210 	66 	
3230 	80 	
3250 	75 	
3270 	67 	
3290 	73 	
3310 	79 	
3330 	65 	
3350 	73 	
3370 	71 	
3390 	83 	
3410 	61 	
3430 	57 	
3450 	61 	
3470 	72 	
3490 	76 	
3510 	67 	
3530 	76 	
3550 	65 	
3570 	78 	
3590 	60 	
3610 	75 	
3630 	74 	
3650 	67 	
3670 	87 	
3690 	63 	
3710 	90 	
3730 	77 	
3750 	77 	
3770 	77 	
3790 	69 	
3810 	69 	
3830 	72 	
3850 	76 	
3870 	64 	
3890 	68 	
3910 	77 	
3930 	76 	
3950 	62 	
3970 	82 	
3990 	85 	
4010 	86 	
4030 	75 	
4050 	77 	
4070 	76 	
4090 	78 	
4110 	67 	
4130 	65 	
4150 	60 	
4170 	73 	
4190 	70 	
4210 	70 	
4230 	59 	
4250 	52 	
4270 	76 	
4290 	64 	
4310 	67 	
4330 	56 	
4350 	69 	
4370 	63 	
4390 	62 	
4410 	50 	
4430 	48 	
4450 	43 	
4470 	52 	
4490 	47 	
4510 	44 	
4530 	48 	
4550 	47 	
4570 	37 	
4590 	29 	
4610 	26 	
4630 	35 	
4650 	33 	
4670 	43 	
4690 	33 	
4710 	33 	
4730 	30 	
4750 	38 	
4770 	39 	
4790 	31 	
4810 	45 	
