Counts	 
0 	
2 	
9 	
14 	
42 	
90 	
143 	
214 	
341 	
498 	
602 	
745 	
949 	
976 	
1100 	
1202 	
1294 	
1215 	
1150 	
1077 	
942 	
801 	
767 	
702 	
633 	
565 	
562 	
538 	
501 	
480 	
468 	
435 	
394 	
360 	
319 	
341 	
363 	
339 	
344 	
390 	
399 	
431 	
436 	
525 	
574 	
581 	
720 	
804 	
902 	
967 	
1113 	
1325 	
1476 	
1656 	
1799 	
1967 	
2115 	
2224 	
2455 	
2502 	
2498 	
2479 	
2536 	
2541 	
2461 	
2452 	
2406 	
2273 	
2175 	
2009 	
2023 	
1781 	
1718 	
1634 	
1569 	
1449 	
1374 	
1197 	
1118 	
1101 	
952 	
947 	
827 	
842 	
776 	
806 	
711 	
703 	
679 	
663 	
675 	
640 	
696 	
666 	
643 	
706 	
674 	
625 	
625 	
697 	
707 	
675 	
663 	
685 	
682 	
624 	
620 	
626 	
621 	
615 	
621 	
630 	
608 	
591 	
626 	
569 	
567 	
567 	
569 	
535 	
530 	
566 	
535 	
535 	
514 	
524 	
547 	
532 	
519 	
551 	
544 	
486 	
536 	
544 	
531 	
493 	
510 	
551 	
502 	
539 	
540 	
533 	
520 	
547 	
584 	
557 	
594 	
595 	
586 	
596 	
617 	
562 	
636 	
598 	
667 	
661 	
640 	
727 	
696 	
705 	
684 	
737 	
691 	
754 	
771 	
754 	
752 	
798 	
802 	
774 	
784 	
821 	
874 	
887 	
926 	
942 	
988 	
960 	
1039 	
1065 	
1151 	
1237 	
1267 	
1339 	
1428 	
1398 	
1574 	
1625 	
1642 	
1711 	
1701 	
1850 	
1961 	
1931 	
1938 	
1926 	
1962 	
1995 	
2064 	
1991 	
1983 	
2054 	
1963 	
1924 	
1842 	
1788 	
1795 	
1679 	
1641 	
1601 	
1560 	
1442 	
1396 	
1301 	
1314 	
1252 	
1136 	
1116 	
1061 	
995 	
932 	
899 	
882 	
805 	
827 	
834 	
768 	
767 	
779 	
743 	
679 	
754 	
683 	
719 	
694 	
738 	
682 	
665 	
695 	
738 	
630 	
693 	
698 	
658 	
646 	
665 	
577 	
637 	
629 	
605 	
591 	
644 	
624 	
628 	
570 	
671 	
598 	
618 	
641 	
597 	
607 	
613 	
568 	
579 	
637 	
611 	
567 	
555 	
568 	
566 	
562 	
553 	
582 	
558 	
589 	
588 	
570 	
582 	
564 	
605 	
559 	
549 	
578 	
563 	
578 	
531 	
544 	
558 	
576 	
530 	
590 	
514 	
523 	
545 	
563 	
556 	
566 	
557 	
545 	
525 	
569 	
537 	
557 	
529 	
518 	
549 	
523 	
551 	
563 	
527 	
544 	
526 	
551 	
543 	
532 	
511 	
517 	
499 	
521 	
521 	
508 	
528 	
499 	
497 	
522 	
559 	
463 	
484 	
514 	
537 	
481 	
498 	
521 	
502 	
455 	
470 	
504 	
519 	
484 	
491 	
511 	
472 	
511 	
543 	
492 	
478 	
480 	
498 	
531 	
529 	
519 	
527 	
528 	
514 	
488 	
521 	
491 	
509 	
515 	
492 	
493 	
525 	
580 	
527 	
523 	
544 	
512 	
521 	
557 	
524 	
528 	
481 	
524 	
527 	
529 	
536 	
551 	
545 	
520 	
493 	
522 	
537 	
530 	
546 	
554 	
560 	
499 	
485 	
502 	
502 	
540 	
520 	
517 	
512 	
536 	
548 	
512 	
546 	
523 	
550 	
546 	
539 	
537 	
529 	
564 	
576 	
525 	
516 	
539 	
515 	
506 	
490 	
510 	
496 	
526 	
510 	
517 	
531 	
536 	
502 	
546 	
492 	
494 	
477 	
523 	
506 	
495 	
547 	
554 	
540 	
544 	
498 	
528 	
492 	
527 	
498 	
514 	
540 	
478 	
501 	
523 	
498 	
494 	
491 	
507 	
506 	
457 	
506 	
487 	
497 	
427 	
452 	
430 	
443 	
518 	
441 	
413 	
405 	
424 	
438 	
426 	
380 	
429 	
382 	
413 	
379 	
389 	
390 	
347 	
372 	
360 	
360 	
342 	
347 	
332 	
345 	
349 	
313 	
336 	
292 	
