Channel;Muon;Source
4890;0,002996961;0,004166667
4910;0,002969212;0,025
4930;0,00348258;0,0375
4950;0,003551954;0,029166667
4970;0,004093072;0,004166667
4990;0,003843326;0,020833333
5010;0,00348258;0,029166667
5030;0,003593579;0,020833333
5050;0,003427081;0,016666667
5070;0,002802714;0,004166667
5090;0,002663966;0,0125
5110;0,002400344;0,020833333
5130;0,002747215;0,008333333
5150;0,00233097;0,025
5170;0,002719465;0,025
5190;0,002858213;0,025
5210;0,003010836;0,004166667
5230;0,002955337;0,008333333
5250;0,003371582;0,020833333
5270;0,003690702;0,025
5290;0,003524205;0,016666667
5310;0,003440956;0,0125
5330;0,003149584;0,004166667
5350;0,003052461;0,029166667
5370;0,002650091;0,029166667
5390;0,002677841;0
5410;0,002428094;0,004166667
5430;0,002025724;0
5450;0,002108973;0,0125
5470;0,002067348;0,0125
5490;0,002344845;0,020833333
5510;0,002122848;0,029166667
5530;0,002344845;0,020833333
5550;0,002483593;0,016666667
5570;0,002788839;0,025
5590;0,00308021;0,004166667
5610;0,003052461;0,020833333
5630;0,003232833;0,008333333
5650;0,00273334;0,016666667
5670;0,00273334;0,008333333
5690;0,002608466;0,004166667
5710;0,002469718;0,008333333
5730;0,002247721;0,008333333
5750;0,002025724;0,016666667
5770;0,002247721;0,025
5790;0,00235872;0,008333333
5810;0,002150597;0,020833333
5830;0,002108973;0,029166667
5850;0,002011849;0,008333333
5870;0,002580717;0,016666667
5890;0,002608466;0,029166667
5910;0,002802714;0,0125
5930;0,002455843;-0,004166667
5950;0,002608466;0,004166667
5970;0,002400344;0
5990;0,002261596;0
6010;0,002206097;0,008333333
6030;0,002108973;0,016666667
6050;0,00230322;0,008333333
6070;0,001886976;0
6090;0,001595604;0
6110;0,001845351;0,004166667
6130;0,001734353;0,020833333
6150;0,001748227;0,004166667
6170;0,001997974;0
6190;0,00230322;0,016666667
6210;0,002192222;0,0125
6230;0,002497468;0
6250;0,002400344;0,004166667
6270;0,002428094;0,004166667
6290;0,002261596;0,004166667
6310;0,002150597;0,0125
6330;0,001845351;0,0125
6350;0,001692728;0,008333333
6370;0,001470731;0,008333333
6390;0,001567855;-0,004166667
6410;0,001762102;0,004166667
6430;0,001609479;0,016666667
6450;0,001734353;0,004166667
6470;0,001706603;0,020833333
6490;0,001817602;0,0125
6510;0,002081223;0,0125
6530;0,002011849;0,008333333
6550;0,001970225;0
6570;0,00195635;0,020833333
6590;0,001873101;0,004166667
6610;0,00233097;0,004166667
6630;0,001664979;0,004166667
6650;0,001775977;0,008333333
6670;0,001595604;0,0125
6690;0,001651104;0,033333333
6710;0,001484606;0,008333333
6730;0,001540105;-0,004166667
6750;0,001429107;0,0125
6770;0,001678853;0,020833333
6790;0,001678853;0,016666667
6810;0,001831476;0,004166667
6830;0,001845351;0,008333333
6850;0,002025724;0
6870;0,002011849;0,004166667
6890;0,001970225;0,008333333
6910;0,001873101;0,008333333
6930;0,001512356;0,004166667
6950;0,00158173;0,020833333
6970;0,001512356;0,016666667
6990;0,001345858;0,004166667
7010;0,00152623;0
7030;0,001429107;0,008333333
7050;0,001442981;0,008333333
7070;0,001207109;0,004166667
7090;0,001456856;0,0125
7110;0,001470731;0,008333333
7130;0,001720478;0,0125
7150;0,001692728;0
7170;0,001845351;0,004166667
7190;0,001789852;0,016666667
7210;0,001692728;0,0125
7230;0,001540105;0,008333333
7250;0,001595604;0,008333333
7270;0,001623354;0
7290;0,001401357;0,0125
7310;0,001401357;0,004166667
7330;0,001387482;-0,008333333
7350;0,001387482;0,004166667
7370;0,001082236;0,0125
7390;0,001429107;0
7410;0,001248734;0
7430;0,001623354;0
7450;0,001331983;0,008333333
7470;0,001664979;0,004166667
7490;0,001498481;0,0125
7510;0,001775977;0,004166667
7530;0,001359732;0,004166667
7550;0,001331983;0,004166667
7570;0,001234859;0,004166667
7590;0,001318108;0
7610;0,001262609;-0,004166667
7630;0,001540105;0,0125
7650;0,001248734;0,0125
7670;0,001387482;0,008333333
7690;0,001248734;0
7710;0,001082236;0
7730;0,001373607;0,004166667
7750;0,001207109;0,004166667
7770;0,001595604;0,004166667
7790;0,001498481;0
7810;0,001373607;0,004166667
7830;0,001276484;0,008333333
7850;0,001387482;0
7870;0,001248734;0,016666667
7890;0,001054486;0
7910;0,001026737;0
7930;0,000985112;0,004166667
7950;0,000971237;0
7970;0,001026737;0,008333333
7990;0,001026737;0
8010;0,001026737;0
8030;0,001318108;0
8050;0,000971237;-0,004166667
8070;0,001345858;0,004166667
8090;0,001331983;0
8110;0,001387482;0
8130;0,001262609;0
8150;0,001234859;0,004166667
8170;0,001165485;0
8190;0,001109986;0
8210;0,001054486;0
8230;0,001165485;0,004166667
8250;0,000998987;0
8270;0,000860239;0
8290;0,001137735;0,0125
8310;0,001123861;0,004166667
8330;0,000943488;0
8350;0,001026737;0
8370;0,000887989;0,004166667
8390;0,001054486;0,0125
8410;0,001290358;0,004166667
8430;0,000929613;0
8450;0,000901863;0,0125
8470;0,001331983;0
8490;0,001123861;0
8510;0,000971237;0
8530;0,000915738;0,0125
8550;0,000901863;-0,004166667
8570;0,000957363;0,008333333
8590;0,000985112;0
8610;0,000846364;-0,004166667
8630;0,001096111;0,008333333
8650;0,000874114;0,004166667
8670;0,000998987;0
8690;0,000929613;0,004166667
8710;0,001054486;0,008333333
8730;0,000985112;0,004166667
8750;0,000901863;0,004166667
8770;0,001262609;0,004166667
8790;0,000985112;0,008333333
8810;0,000860239;0,0125
8830;0,000998987;0,0125
8850;0,001012862;0
8870;0,000763115;0
8890;0,000929613;0,0125
8910;0,000985112;0,004166667
8930;0,000971237;0
8950;0,000763115;0,008333333
8970;0,000735366;-0,008333333
8990;0,000887989;-0,004166667
9010;0,001234859;0
9030;0,000874114;0
9050;0,000832489;0
9070;0,000971237;0,016666667
9090;0,001054486;0
9110;0,000832489;-0,004166667
9130;0,000943488;0
9150;0,001012862;0,004166667
9170;0,000832489;0,004166667
9190;0,000721491;0,008333333
9210;0,000735366;0,008333333
9230;0,000943488;0
9250;0,000901863;0,008333333
9270;0,000832489;0,004166667
9290;0,00074924;0,004166667
9310;0,000846364;0,0125
9330;0,000860239;0,004166667
9350;0,000846364;0
9370;0,000846364;0
9390;0,00077699;0,004166667
9410;0,000860239;0
9430;0,000887989;0
9450;0,00074924;0,004166667
9470;0,000790865;0
9490;0,00077699;0
9510;0,000735366;0
9530;0,000638242;-0,004166667
9550;0,000763115;0,004166667
9570;0,00080474;0
9590;0,00080474;-0,004166667
9610;0,000527243;0
9630;0,000568868;0,016666667
9650;0,000693741;-0,004166667
9670;0,00077699;0
9690;0,000638242;0,008333333
9710;0,00074924;0,004166667
9730;0,000679866;0,004166667
9750;0,000624367;-0,004166667
9770;0,00074924;0
9790;0,000596617;0,004166667
9810;0,000624367;0,016666667
9830;0,000610492;0
9850;0,000610492;0,008333333
9870;0,000679866;0
9890;0,00080474;0
9910;0,000790865;0,004166667
9930;0,000860239;0,004166667
9950;0,000763115;0,004166667
9970;0,00074924;0,008333333
9990;0,000665991;0,008333333
10010;0,000846364;0
10030;0,000693741;0,008333333
10050;0,000860239;0
10070;0,000735366;0,004166667
10090;0,000485619;0
10110;0,000735366;0
10130;0,000790865;0,004166667
10150;0,000541118;0
10170;0,000541118;0,0125
10190;0,000596617;0,004166667
10210;0,000721491;0
10230;0,000596617;0,004166667
10250;0,000665991;0
10270;0,000610492;0
10290;0,000527243;0
10310;0,000513368;0
10330;0,000665991;0
10350;0,000624367;0
10370;0,000554993;0
10390;0,000568868;0
10410;0,000568868;0
10430;0,000638242;0
10450;0,000485619;0
10470;0,000582742;0
10490;0,000541118;0
10510;0,000554993;0
10530;0,000554993;0
10550;0,000665991;0
10570;0,000541118;0
10590;0,00037462;0
10610;0,000721491;0
10630;0,000554993;0
10650;0,000790865;0
10670;0,000610492;0
10690;0,000457869;0
10710;0,000818614;0
10730;0,00040237;0
10750;0,000499494;0
10770;0,000596617;0
10790;0,000430119;0
10810;0,000471744;0
10830;0,000457869;0
10850;0,000485619;0
10870;0,000499494;0
10890;0,000679866;0
10910;0,000471744;0
10930;0,000485619;0
10950;0,000485619;0
10970;0,000527243;0
10990;0,000471744;0
11010;0,000541118;0
11030;0,00037462;0
11050;0,000499494;0
11070;0,000443994;0
11090;0,000457869;0
11110;0,000582742;0
11130;0,000485619;0
11150;0,000582742;0
11170;0,000319121;0
11190;0,000596617;0
11210;0,000430119;0
11230;0,000499494;0
11250;0,000513368;0
11270;0,000513368;0
11290;0,000430119;0
11310;0,000443994;0
11330;0,000499494;0
11350;0,000596617;0
11370;0,000430119;0
11390;0,000360745;0
11410;0,00040237;0
11430;0,00037462;0
11450;0,000346871;0
11470;0,000471744;0
11490;0,00040237;0
11510;0,000471744;0
11530;0,000430119;0
11550;0,000527243;0
11570;0,000319121;0
11590;0,000360745;0
11610;0,000291371;0
11630;0,000305246;0
11650;0,000388495;0
11670;0,000554993;0
11690;0,000305246;0
11710;0,000554993;0
11730;0,000360745;0
11750;0,000346871;0
11770;0,000416245;0
11790;0,00040237;0
11810;0,000554993;0
11830;0,000360745;0
11850;0,000416245;0
11870;0,000471744;0
11890;0,000388495;0
11910;0,000513368;0
11930;0,000346871;0
11950;0,000485619;0
11970;0,000388495;0
11990;0,000221997;0
12010;0,000305246;0
12030;0,000346871;0
12050;0,000430119;0
12070;0,00040237;0
12090;0,00037462;0
12110;0,000291371;0
12130;0,000346871;0
12150;0,000443994;0
12170;0,000485619;0
12190;0,000485619;0
12210;0,000471744;0
12230;0,000332996;0
12250;0,000457869;0
12270;0,000443994;0
12290;0,000291371;0
12310;0,000388495;0
12330;0,00040237;0
12350;0,000610492;0
12370;0,00037462;0
12390;0,000499494;0
12410;0,000319121;0
12430;0,000319121;0
12450;0,000249747;0
12470;0,000194247;0
12490;0,000541118;0
12510;0,00037462;0
12530;0,000388495;0
12550;0,000277496;0
12570;0,000457869;0
12590;0,00037462;0
12610;0,000388495;0
12630;0,000194247;0
12650;0,000388495;0
12670;0,000568868;0
12690;0,000319121;0
12710;0,000249747;0
12730;0,000388495;0
12750;0,000221997;0
12770;0,000277496;0
12790;0,000346871;0
12810;0,000443994;0
12830;0,000332996;0
12850;0,00037462;0
12870;0,000235872;0
12890;0,000360745;0
12910;0,000388495;0
12930;0,000360745;0
12950;0,000291371;0
12970;0,000332996;0
12990;0,000277496;0
13010;0,000319121;0
13030;0,000263622;0
13050;0,00037462;0
13070;0,000277496;0
13090;0,000360745;0
13110;0,000249747;0
13130;0,000249747;0
13150;0,000319121;0
13170;0,000291371;0
13190;0,000332996;0
13210;0,000332996;0
13230;0,000166498;0
13250;0,00040237;0
13270;0,000263622;0
13290;0,000263622;0
13310;0,000221997;0
13330;0,000332996;0
13350;0,000360745;0
13370;0,000430119;0
13390;0,000291371;0
13410;0,000319121;0
13430;0,000360745;0
13450;0,000249747;0
13470;0,000263622;0
13490;0,000263622;0
13510;0,000332996;0
13530;0,00037462;0
13550;0,00037462;0
13570;0,000305246;0
13590;0,000194247;0
13610;0,000235872;0
13630;0,000249747;0
13650;0,00037462;0
13670;0,000291371;0
13690;0,000319121;0
13710;0,000249747;0
13730;0,000194247;0
13750;0,000249747;0
13770;0,000166498;0
13790;0,000166498;0
13810;0,000249747;0
13830;0,000388495;0
13850;0,000346871;0
13870;0,00040237;0
13890;0,000291371;0
13910;0,000263622;0
13930;0,000305246;0
13950;0,000332996;0
13970;0,000332996;0
13990;0,000249747;0
14010;0,000263622;0
14030;0,000277496;0
14050;0,000263622;0
14070;0,000249747;0
14090;0,000208122;0
14110;0,000166498;0
14130;0,000221997;0
14150;0,000319121;0
14170;0,000249747;0
14190;0,000291371;0
14210;0,000235872;0
14230;0,000194247;0
14250;0,000221997;0
14270;0,000194247;0
14290;0,000180373;0
14310;0,000221997;0
14330;0,000277496;0
14350;0,000388495;0
14370;0,000208122;0
14390;0,000180373;0
14410;0,000124873;0
14430;0,000277496;0
14450;0,000221997;0
14470;0,000291371;0
14490;0,000208122;0
14510;0,000152623;0
14530;0,000277496;0
14550;0,000166498;0
14570;0,000180373;0
14590;0,000235872;0
14610;0,000208122;0
14630;0,000263622;0
14650;0,000194247;0
14670;0,000249747;0
14690;0,000138748;0
14710;0,000249747;0
14730;0,000249747;0
14750;0,000263622;0
14770;0,000319121;0
14790;0,000180373;0
14810;0,000138748;0
14830;0,000291371;0
14850;0,000291371;0
14870;0,000235872;0
14890;0,000194247;0
14910;0,000208122;0
14930;0,000138748;0
14950;0,000110999;0
14970;0,000235872;0
14990;0,000221997;0
15010;0,000235872;0
15030;0,000221997;0
15050;0,000332996;0
15070;0,000305246;0
15090;0,000332996;0
15110;0,000235872;0
15130;0,000235872;0
15150;0,000263622;0
15170;0,000235872;0
15190;0,000221997;0
15210;0,000221997;0
15230;0,000194247;0
15250;0,000194247;0
15270;0,000124873;0
15290;0,000180373;0
15310;0,000194247;0
15330;0,000194247;0
15350;0,000221997;0
15370;0,000124873;0
15390;0,000124873;0
15410;0,000291371;0
15430;0,000221997;0
15450;0,000360745;0
15470;0,000235872;0
15490;0,000319121;0
15510;0,000277496;0
15530;0,000194247;0
15550;0,000194247;0
15570;0,000152623;0
15590;0,000138748;0
15610;0,000208122;0
15630;0,000221997;0
15650;0,000291371;0
15670;0,000152623;0
15690;0,000208122;0
15710;0,000249747;0
15730;0,000180373;0
15750;0,000180373;0
15770;0,000166498;0
15790;0,000277496;0
15810;0,000152623;0
15830;0,000138748;0
15850;0,000194247;0
15870;0,000277496;0
15890;0,000263622;0
15910;0,000152623;0
15930;0,000194247;0
15950;0,000194247;0
15970;0,000180373;0
15990;0,000263622;0
16010;0,000152623;0
16030;0,000166498;0
16050;0,000152623;0
16070;0,000235872;0
16090;0,000152623;0
16110;0,000249747;0
16130;0,000138748;0
16150;0,000277496;0
16170;0,000138748;0
16190;9,71E-05;0
16210;0,000138748;0
16230;0,000194247;0
16250;0,000124873;0
16270;0,000166498;0
16290;0,000249747;0
16310;0,000208122;0
16330;0,000194247;0
16350;0,000138748;0
16370;0,000221997;0
16390;0,000194247;0
16410;0,000208122;0
16430;0,000235872;0
16450;0,000138748;0
16470;0,000166498;0
16490;0,000166498;0
16510;6,94E-05;0
16530;0,000138748;0
16550;0,000235872;0
16570;0,000221997;0
16590;0,000152623;0
16610;0,000152623;0
16630;0,000235872;0
16650;0,000166498;0
16670;0,000152623;0
16690;0,000124873;0
16710;0,000208122;0
16730;0,000180373;0
16750;0,000138748;0
16770;8,32E-05;0
16790;9,71E-05;0
16810;0,000194247;0
16830;8,32E-05;0
16850;0,000110999;0
16870;0,000124873;0
16890;0,000138748;0
16910;0,000180373;0
16930;0,000110999;0
16950;0,000152623;0
16970;0,000235872;0
16990;0,000194247;0
17010;0,000221997;0
17030;0,000152623;0
17050;0,000194247;0
17070;0,000166498;0
17090;0,000138748;0
17110;0,000221997;0
17130;0,000138748;0
17150;0,000124873;0
17170;0,000249747;0
17190;0,000110999;0
17210;0,000138748;0
17230;0,000208122;0
17250;0,000180373;0
17270;0,000138748;0
17290;0,000291371;0
17310;0,000110999;0
17330;0,000166498;0
17350;0,000152623;0
17370;0,000124873;0
17390;0,000166498;0
17410;0,000138748;0
17430;0,000152623;0
17450;0,000208122;0
17470;0,000221997;0
17490;0,000166498;0
17510;0,000110999;0
17530;0,000124873;0
17550;0,000124873;0
17570;8,32E-05;0
17590;0,000138748;0
17610;9,71E-05;0
17630;0,000235872;0
17650;0,000166498;0
17670;0,000208122;0
17690;9,71E-05;0
17710;9,71E-05;0
17730;0,000152623;0
17750;0,000208122;0
17770;0,000124873;0
17790;8,32E-05;0
17810;0,000138748;0
17830;0,000208122;0
17850;0,000138748;0
17870;0,000166498;0
17890;0,000166498;0
17910;0,000180373;0
17930;8,32E-05;0
17950;0,000180373;0
17970;0,000110999;0
17990;0,000124873;0
18010;0,000208122;0
18030;0,000124873;0
18050;0,000110999;0
18070;0,000110999;0
18090;0,000194247;0
18110;0,000180373;0
18130;0,000194247;0
18150;0,000221997;0
18170;9,71E-05;0
18190;0,000166498;0
18210;0,000194247;0
18230;8,32E-05;0
18250;0,000180373;0
18270;0,000180373;0
18290;0,000180373;0
18310;0,000180373;0
18330;0,000138748;0
18350;0,000138748;0
18370;0,000180373;0
18390;0,000110999;0
18410;0,000194247;0
18430;0,000166498;0
18450;0,000138748;0
18470;0,000124873;0
18490;0,000110999;0
18510;0,000124873;0
18530;9,71E-05;0
18550;0,000124873;0
18570;0,000180373;0
18590;0,000180373;0
18610;9,71E-05;0
18630;0,000166498;0
18650;0,000138748;0
18670;0,000110999;0
18690;0,000138748;0
18710;8,32E-05;0
18730;0,000110999;0
18750;0,000124873;0
18770;0,000152623;0
18790;0,000110999;0
18810;0,000166498;0
18830;6,94E-05;0
18850;0,000110999;0
18870;0,000152623;0
18890;0,000110999;0
18910;8,32E-05;0
18930;0,000110999;0
18950;0,000124873;0
18970;0,000138748;0
18990;9,71E-05;0
19010;6,94E-05;0
19030;0,000110999;0
19050;4,16E-05;0
19070;0,000138748;0
19090;0,000124873;0
19110;0,000110999;0
19130;0,000152623;0
19150;6,94E-05;0
19170;2,77E-05;0
19190;0,000138748;0
19210;8,32E-05;0
19230;5,55E-05;0
19250;8,32E-05;0
19270;0,000124873;0
19290;5,55E-05;0
19310;6,94E-05;0
19330;0,000124873;0
19350;0,000138748;0
19370;0,000166498;0
19390;0,000152623;0
19410;9,71E-05;0
19430;0,000152623;0
19450;0,000110999;0
19470;8,32E-05;0
19490;2,77E-05;0
19510;0,000138748;0
19530;0,000138748;0
19550;6,94E-05;0
19570;0,000110999;0
19590;0,000124873;0
19610;8,32E-05;0
19630;8,32E-05;0
19650;0,000235872;0
19670;9,71E-05;0
19690;0,000124873;0
19710;6,94E-05;0
19730;0,000138748;0
19750;5,55E-05;0
19770;0,000166498;0
19790;6,94E-05;0
19810;0,000124873;0
19830;0,000152623;0
19850;6,94E-05;0
19870;0,000124873;0
19890;9,71E-05;0
19910;0,000110999;0
19930;0,000138748;0
19950;0,000110999;0
19970;8,32E-05;0
19990;0,000138748;0
20010;0,000152623;0
20030;8,32E-05;0
20050;6,94E-05;0
20070;9,71E-05;0
20090;0,000110999;0
20110;6,94E-05;0
20130;8,32E-05;0
20150;8,32E-05;0
20170;8,32E-05;0
20190;5,55E-05;0
20210;0,000166498;0
20230;8,32E-05;0
20250;4,16E-05;0
20270;0,000138748;0
20290;5,55E-05;0
20310;8,32E-05;0
20330;0,000124873;0
20350;9,71E-05;0
20370;0,000110999;0
20390;2,77E-05;0
20410;9,71E-05;0
20430;0,000194247;0
20450;0,000152623;0
20470;8,32E-05;0
20490;4,16E-05;0
20510;5,55E-05;0
20530;0,000110999;0
20550;0,000110999;0
20570;8,32E-05;0
20590;0,000124873;0
20610;0,000124873;0
20630;9,71E-05;0
20650;0,000124873;0
20670;0,000110999;0
20690;0,000124873;0
20710;8,32E-05;0
20730;2,77E-05;0
20750;0,000138748;0
20770;0,000138748;0
20790;0,000152623;0
20810;0,000110999;0
20830;0,000110999;0
20850;6,94E-05;0
20870;0,000152623;0
20890;9,71E-05;0
20910;6,94E-05;0
20930;5,55E-05;0
20950;0,000138748;0
20970;9,71E-05;0
20990;9,71E-05;0
21010;0,000152623;0
21030;6,94E-05;0
21050;6,94E-05;0
21070;0,000124873;0
21090;0,000138748;0
21110;9,71E-05;0
21130;0,000110999;0
21150;0,000124873;0
21170;9,71E-05;0
21190;0,000124873;0
21210;0,000138748;0
21230;9,71E-05;0
21250;8,32E-05;0
21270;9,71E-05;0
21290;6,94E-05;0
21310;8,32E-05;0
21330;0,000124873;0
21350;5,55E-05;0
21370;5,55E-05;0
21390;6,94E-05;0
21410;5,55E-05;0
21430;0,000138748;0
21450;8,32E-05;0
21470;6,94E-05;0
21490;5,55E-05;0
21510;9,71E-05;0
21530;6,94E-05;0
21550;9,71E-05;0
21570;0,000110999;0
21590;8,32E-05;0
21610;0,000152623;0
21630;9,71E-05;0
21650;0,000138748;0
21670;0,000110999;0
21690;9,71E-05;0
21710;6,94E-05;0
21730;6,94E-05;0
21750;0,000124873;0
21770;5,55E-05;0
21790;5,55E-05;0
21810;5,55E-05;0
21830;0,000124873;0
21850;9,71E-05;0
21870;5,55E-05;0
21890;6,94E-05;0
21910;0,000124873;0
21930;0,000110999;0
21950;0,000124873;0
21970;4,16E-05;0
21990;9,71E-05;0
22010;5,55E-05;0
22030;2,77E-05;0
22050;8,32E-05;0
22070;9,71E-05;0
22090;0,000124873;0
22110;8,32E-05;0
22130;5,55E-05;0
22150;4,16E-05;0
22170;6,94E-05;0
22190;6,94E-05;0
22210;5,55E-05;0
22230;9,71E-05;0
22250;8,32E-05;0
22270;9,71E-05;0
22290;4,16E-05;0
22310;8,32E-05;0
22330;4,16E-05;0
22350;0,000110999;0
22370;0,000138748;0
22390;9,71E-05;0
22410;0,000124873;0
22430;0,000152623;0
22450;0,000124873;0
22470;8,32E-05;0
22490;6,94E-05;0
22510;0,000152623;0
22530;5,55E-05;0
22550;9,71E-05;0
22570;6,94E-05;0
22590;5,55E-05;0
22610;0,000110999;0
22630;2,77E-05;0
22650;9,71E-05;0
22670;0,000110999;0
22690;0,000124873;0
22710;5,55E-05;0
22730;5,55E-05;0
22750;2,77E-05;0
22770;8,32E-05;0
22790;0,000110999;0
22810;0,000166498;0
22830;6,94E-05;0
22850;6,94E-05;0
22870;0,000138748;0
22890;6,94E-05;0
22910;2,77E-05;0
22930;2,77E-05;0
22950;5,55E-05;0
22970;9,71E-05;0
22990;0,000110999;0
23010;2,77E-05;0
23030;5,55E-05;0
23050;8,32E-05;0
23070;0,000180373;0
23090;9,71E-05;0
23110;0,000138748;0
23130;2,77E-05;0
23150;9,71E-05;0
23170;6,94E-05;0
23190;6,94E-05;0
23210;9,71E-05;0
23230;9,71E-05;0
23250;4,16E-05;0
23270;8,32E-05;0
23290;0,000124873;0
23310;9,71E-05;0
23330;5,55E-05;0
23350;4,16E-05;0
23370;0,000110999;0
23390;6,94E-05;0
23410;6,94E-05;0
23430;8,32E-05;0
23450;0,000124873;0
23470;0,000152623;0
23490;6,94E-05;0
23510;8,32E-05;0
23530;2,77E-05;0
23550;0,000124873;0
23570;0,000110999;0
23590;6,94E-05;0
23610;5,55E-05;0
23630;6,94E-05;0
