Channel;Muon;Source
23650;9,71E-05;0
23670;4,16E-05;0
23690;4,16E-05;0
23710;2,77E-05;0
23730;2,77E-05;0
23750;0,000124873;0
23770;5,55E-05;0
23790;5,55E-05;0
23810;2,77E-05;0
23830;6,94E-05;0
23850;4,16E-05;0
23870;0,000110999;0
23890;4,16E-05;0
23910;6,94E-05;0
23930;0,000166498;0
23950;2,77E-05;0
23970;6,94E-05;0
23990;2,77E-05;0
24010;0,000110999;0
24030;5,55E-05;0
24050;6,94E-05;0
24070;5,55E-05;0
24090;5,55E-05;0
24110;6,94E-05;0
24130;8,32E-05;0
24150;6,94E-05;0
24170;4,16E-05;0
24190;4,16E-05;0
24210;6,94E-05;0
24230;8,32E-05;0
24250;8,32E-05;0
24270;5,55E-05;0
24290;2,77E-05;0
24310;1,39E-05;0
24330;5,55E-05;0
24350;2,77E-05;0
24370;9,71E-05;0
24390;1,39E-05;0
24410;9,71E-05;0
24430;6,94E-05;0
24450;5,55E-05;0
24470;0,000110999;0
24490;9,71E-05;0
24510;5,55E-05;0
24530;6,94E-05;0
24550;2,77E-05;0
24570;2,77E-05;0
24590;5,55E-05;0
24610;9,71E-05;0
24630;8,32E-05;0
24650;8,32E-05;0
24670;4,16E-05;0
24690;2,77E-05;0
24710;0,000124873;0
24730;5,55E-05;0
24750;5,55E-05;0
24770;4,16E-05;0
24790;4,16E-05;0
24810;9,71E-05;0
24830;2,77E-05;0
24850;8,32E-05;0
24870;5,55E-05;0
24890;9,71E-05;0
24910;0,000110999;0
24930;5,55E-05;0
24950;5,55E-05;0
24970;9,71E-05;0
24990;1,39E-05;0
25010;4,16E-05;0
25030;6,94E-05;0
25050;0,000124873;0
25070;9,71E-05;0
25090;5,55E-05;0
25110;8,32E-05;0
25130;1,39E-05;0
25150;0;0
25170;0,000110999;0
25190;8,32E-05;0
25210;5,55E-05;0
25230;2,77E-05;0
25250;6,94E-05;0
25270;2,77E-05;0
25290;6,94E-05;0
25310;9,71E-05;0
25330;5,55E-05;0
25350;0,000124873;0
25370;5,55E-05;0
25390;6,94E-05;0
25410;8,32E-05;0
25430;1,39E-05;0
25450;8,32E-05;0
25470;8,32E-05;0
25490;8,32E-05;0
25510;4,16E-05;0
25530;6,94E-05;0
25550;2,77E-05;0
25570;4,16E-05;0
25590;0,000110999;0
25610;4,16E-05;0
25630;8,32E-05;0
25650;6,94E-05;0
25670;5,55E-05;0
25690;6,94E-05;0
25710;4,16E-05;0
25730;9,71E-05;0
25750;8,32E-05;0
25770;4,16E-05;0
25790;0,000124873;0
25810;5,55E-05;0
25830;0,000110999;0
25850;6,94E-05;0
25870;9,71E-05;0
25890;9,71E-05;0
25910;5,55E-05;0
25930;9,71E-05;0
25950;4,16E-05;0
25970;9,71E-05;0
25990;4,16E-05;0
26010;4,16E-05;0
26030;6,94E-05;0
26050;6,94E-05;0
26070;8,32E-05;0
26090;4,16E-05;0
26110;9,71E-05;0
26130;2,77E-05;0
26150;0;0
26170;4,16E-05;0
26190;8,32E-05;0
26210;1,39E-05;0
26230;5,55E-05;0
26250;5,55E-05;0
26270;2,77E-05;0
26290;8,32E-05;0
26310;4,16E-05;0
26330;5,55E-05;0
26350;5,55E-05;0
26370;6,94E-05;0
26390;6,94E-05;0
26410;2,77E-05;0
26430;4,16E-05;0
26450;6,94E-05;0
26470;2,77E-05;0
26490;6,94E-05;0
26510;4,16E-05;0
26530;6,94E-05;0
26550;8,32E-05;0
26570;8,32E-05;0
26590;9,71E-05;0
26610;4,16E-05;0
26630;4,16E-05;0
26650;8,32E-05;0
26670;8,32E-05;0
26690;5,55E-05;0
26710;6,94E-05;0
26730;6,94E-05;0
26750;1,39E-05;0
26770;2,77E-05;0
26790;9,71E-05;0
26810;2,77E-05;0
26830;6,94E-05;0
26850;6,94E-05;0
26870;4,16E-05;0
26890;4,16E-05;0
26910;5,55E-05;0
26930;5,55E-05;0
26950;0,000138748;0
26970;6,94E-05;0
26990;9,71E-05;0
27010;5,55E-05;0
27030;5,55E-05;0
27050;9,71E-05;0
27070;5,55E-05;0
27090;5,55E-05;0
27110;5,55E-05;0
27130;1,39E-05;0
27150;5,55E-05;0
27170;4,16E-05;0
27190;0,000124873;0
27210;0;0
27230;6,94E-05;0
27250;6,94E-05;0
27270;1,39E-05;0
27290;0,000166498;0
27310;1,39E-05;0
27330;9,71E-05;0
27350;6,94E-05;0
27370;4,16E-05;0
27390;2,77E-05;0
27410;5,55E-05;0
27430;8,32E-05;0
27450;4,16E-05;0
27470;2,77E-05;0
27490;8,32E-05;0
27510;6,94E-05;0
27530;2,77E-05;0
27550;6,94E-05;0
27570;5,55E-05;0
27590;5,55E-05;0
27610;2,77E-05;0
27630;4,16E-05;0
27650;2,77E-05;0
27670;5,55E-05;0
27690;1,39E-05;0
27710;6,94E-05;0
27730;4,16E-05;0
27750;8,32E-05;0
27770;8,32E-05;0
27790;8,32E-05;0
27810;8,32E-05;0
27830;5,55E-05;0
27850;2,77E-05;0
27870;5,55E-05;0
27890;6,94E-05;0
27910;6,94E-05;0
27930;0;0
27950;8,32E-05;0
27970;4,16E-05;0
27990;0,000110999;0
28010;5,55E-05;0
28030;5,55E-05;0
28050;5,55E-05;0
28070;8,32E-05;0
28090;5,55E-05;0
28110;0;0
28130;1,39E-05;0
28150;8,32E-05;0
28170;8,32E-05;0
28190;6,94E-05;0
28210;5,55E-05;0
28230;4,16E-05;0
28250;5,55E-05;0
28270;5,55E-05;0
28290;0,000138748;0
28310;1,39E-05;0
28330;1,39E-05;0
28350;4,16E-05;0
28370;5,55E-05;0
28390;5,55E-05;0
28410;5,55E-05;0
28430;1,39E-05;0
28450;4,16E-05;0
28470;8,32E-05;0
28490;4,16E-05;0
28510;5,55E-05;0
28530;5,55E-05;0
28550;6,94E-05;0
28570;2,77E-05;0
28590;5,55E-05;0
28610;1,39E-05;0
28630;6,94E-05;0
28650;4,16E-05;0
28670;1,39E-05;0
