Channel;Counts
531;3
533;3
535;4
537;5
539;4
541;10
543;6
545;12
547;17
549;21
551;15
553;37
555;31
557;34
559;39
561;53
563;49
565;53
567;71
569;80
571;77
573;79
575;88
577;88
579;101
581;106
583;118
585;108
587;101
589;109
591;124
593;112
595;91
597;115
599;102
601;85
603;81
605;61
607;73
609;58
611;37
613;59
615;33
617;30
619;18
621;22
623;21
625;14
627;26
629;12
631;11
633;7
635;7
637;4
639;9
641;7
643;7
645;5
647;7
649;6
651;7
653;10
655;5
657;6
659;8
661;4
663;9
665;5
667;1
669;7
671;2
673;4
675;5
677;5
679;3
681;3
683;1
685;4
687;7
689;4
691;5
693;3
695;5
697;6
699;7
701;3
703;3
705;8
707;5
709;5
711;5
713;9
715;5
717;5
719;4
721;6
723;2
725;10
727;8
729;15
731;20
733;23
735;18
737;14
739;34
741;28
743;37
745;36
747;66
749;62
751;44
753;83
755;94
757;111
759;120
761;117
763;167
765;188
767;155
769;174
771;200
773;189
775;214
777;206
779;192
781;233
783;212
785;196
787;188
789;206
791;176
793;189
795;160
797;168
799;143
801;149
803;135
805;106
807;108
809;90
811;81
813;63
815;63
817;60
819;44
821;42
823;53
825;28
827;29
829;26
831;28
833;19
835;18
837;22
839;17
841;17
843;14
845;20
847;15
849;15
851;9
853;16
855;14
857;16
859;25
861;12
863;6
865;12
867;10
869;16
871;15
873;9
875;11
877;9
879;10
881;4
883;12
885;10
887;15
889;10
891;14
893;12
895;11
897;11
899;14
901;8
903;10
905;6
907;14
909;5
911;19
913;13
915;17
917;21
919;17
921;28
923;35
925;32
927;44
929;40
931;47
933;58
935;60
937;73
939;88
941;83
943;103
945;131
947;136
949;164
951;163
953;190
955;213
957;229
959;240
961;278
963;262
965;299
967;293
969;294
971;323
973;308
975;344
977;303
979;317
981;345
983;325
985;296
987;320
989;249
991;239
993;232
995;232
997;196
999;189
1001;185
1003;199
1005;150
1007;136
1009;110
1011;117
1013;79
1015;67
1017;71
1019;80
1021;56
1023;70
1025;61
1027;37
1029;39
1031;51
1033;29
1035;33
1037;43
1039;34
1041;29
1043;33
1045;30
1047;30
1049;30
1051;22
1053;32
1055;21
1057;33
1059;25
1061;23
1063;27
1065;27
1067;22
1069;20
1071;33
1073;19
1075;26
1077;20
1079;24
1081;26
1083;24
1085;22
1087;16
1089;19
1091;20
1093;18
1095;19
1097;24
1099;22
1101;27
1103;29
1105;16
1107;25
1109;27
1111;26
1113;42
1115;43
1117;47
1119;55
1121;49
1123;66
1125;76
1127;84
1129;104
1131;106
1133;118
1135;128
1137;144
1139;175
1141;214
1143;221
1145;229
1147;267
1149;271
1151;299
1153;278
1155;335
1157;348
1159;340
1161;370
1163;366
1165;362
1167;441
1169;423
1171;418
1173;383
1175;397
1177;404
1179;417
1181;380
1183;325
1185;368
1187;347
1189;302
1191;310
1193;271
1195;240
1197;219
1199;202
1201;215
1203;182
1205;152
1207;145
1209;115
1211;104
1213;106
1215;87
1217;93
1219;86
1221;77
1223;75
1225;51
1227;65
1229;57
1231;54
1233;48
1235;52
1237;61
1239;50
1241;46
1243;57
1245;44
1247;42
1249;48
1251;43
1253;44
1255;39
1257;41
1259;39
1261;52
1263;29
1265;42
1267;39
1269;32
1271;33
1273;38
1275;42
1277;36
1279;32
1281;34
1283;44
1285;37
1287;40
1289;28
1291;39
1293;33
1295;35
1297;33
1299;40
1301;61
1303;45
1305;61
1307;60
1309;63
1311;64
1313;81
1315;79
1317;82
1319;92
1321;123
1323;117
1325;125
1327;155
1329;163
1331;179
1333;188
1335;223
1337;250
1339;275
1341;292
1343;291
1345;368
1347;337
1349;340
1351;426
1353;435
1355;434
1357;419
1359;459
1361;458
1363;477
1365;420
1367;490
1369;458
1371;439
1373;443
1375;408
1377;443
1379;360
1381;358
1383;362
1385;358
1387;328
1389;309
1391;291
1393;264
1395;246
1397;213
1399;226
1401;186
1403;191
1405;162
1407;145
1409;126
1411;130
1413;105
1415;96
1417;115
1419;80
1421;69
1423;73
1425;63
1427;69
1429;75
1431;80
1433;65
1435;76
1437;61
1439;70
1441;55
1443;69
1445;53
1447;67
1449;42
1451;53
1453;55
1455;52
1457;51
1459;56
1461;48
1463;52
1465;40
1467;52
1469;58
1471;53
1473;48
1475;37
1477;39
1479;40
1481;56
1483;61
1485;43
1487;49
1489;50
1491;50
1493;45
1495;46
1497;74
1499;78
1501;62
1503;77
1505;72
1507;90
1509;84
1511;96
1513;121
1515;155
1517;127
1519;150
1521;178
1523;196
1525;242
1527;209
1529;250
1531;250
1533;279
1535;282
1537;322
1539;341
1541;357
1543;378
1545;416
1547;430
1549;427
1551;425
1553;465
1555;468
1557;478
1559;424
1561;442
1563;451
1565;503
1567;448
1569;442
1571;427
1573;404
1575;402
1577;355
1579;314
1581;311
1583;336
1585;316
1587;279
1589;262
1591;215
1593;237
1595;204
1597;182
1599;163
1601;163
1603;182
1605;135
1607;134
1609;107
1611;103
1613;115
1615;112
1617;107
1619;96
1621;88
1623;85
1625;80
1627;75
1629;76
1631;68
1633;89
1635;72
1637;68
1639;67
1641;67
1643;90
1645;63
1647;60
1649;61
1651;74
1653;49
1655;67
1657;68
1659;55
1661;61
1663;68
1665;55
1667;58
1669;66
1671;51
1673;48
1675;56
1677;51
1679;56
1681;68
1683;50
1685;56
1687;58
1689;69
1691;59
1693;58
1695;71
1697;83
1699;91
1701;85
1703;120
1705;95
1707;111
1709;144
1711;129
1713;168
1715;165
1717;185
1719;197
1721;225
1723;242
1725;230
1727;246
1729;317
1731;290
1733;295
1735;346
1737;323
1739;376
1741;339
1743;415
1745;403
1747;381
1749;377
1751;388
1753;380
1755;403
1757;396
1759;394
1761;395
1763;391
1765;388
1767;351
1769;308
1771;323
1773;293
1775;316
1777;309
1779;273
1781;274
1783;251
1785;212
1787;214
1789;213
1791;198
1793;181
1795;163
1797;167
1799;153
1801;124
1803;161
1805;112
1807;121
1809;109
1811;101
1813;90
1815;86
1817;90
1819;82
1821;78
1823;67
1825;77
1827;74
1829;82
1831;56
1833;58
1835;73
1837;68
1839;60
1841;65
1843;61
1845;54
1847;68
1849;69
1851;61
1853;65
1855;63
1857;64
1859;58
1861;62
1863;66
1865;65
1867;69
1869;50
1871;88
1873;57
1875;48
1877;70
1879;60
1881;59
1883;74
1885;65
1887;80
1889;85
1891;75
1893;81
1895;112
1897;100
1899;125
1901;112
1903;126
1905;145
1907;171
1909;155
1911;149
1913;181
1915;182
1917;203
1919;203
1921;220
1923;226
1925;262
1927;248
1929;237
1931;286
1933;286
1935;288
1937;292
1939;310
1941;305
1943;288
1945;300
1947;301
1949;298
1951;325
1953;314
1955;308
1957;281
1959;303
1961;279
1963;281
1965;249
1967;253
1969;228
1971;203
1973;255
1975;216
1977;167
1979;182
1981;168
1983;173
1985;169
1987;140
1989;129
1991;127
1993;136
1995;101
1997;132
1999;115
2001;90
2003;95
2005;97
2007;92
2009;90
2011;89
2013;71
2015;76
2017;77
2019;69
2021;77
2023;67
2025;68
2027;70
2029;81
2031;66
2033;76
2035;60
2037;57
2039;49
2041;66
2043;76
2045;65
2047;56
2049;45
2051;60
2053;52
2055;61
2057;54
2059;61
2061;54
2063;56
2065;62
2067;59
2069;51
2071;54
2073;66
2075;44
2077;69
2079;76
2081;67
2083;70
2085;76
2087;71
2089;88
2091;80
2093;103
2095;112
2097;122
2099;123
2101;114
2103;152
2105;144
2107;126
2109;165
2111;167
2113;153
2115;171
2117;181
2119;213
2121;187
2123;209
2125;210
2127;219
2129;214
2131;225
2133;216
2135;219
2137;208
2139;235
2141;231
2143;207
2145;209
2147;199
2149;231
2151;220
2153;189
2155;213
2157;183
2159;168
2161;209
2163;165
2165;192
2167;176
2169;141
2171;137
2173;147
2175;134
2177;130
2179;130
2181;124
2183;94
2185;108
2187;88
2189;100
2191;99
2193;70
2195;92
2197;76
2199;63
2201;86
2203;51
2205;68
2207;53
2209;51
