Channel;Counts
421;4
423;10
425;9
427;16
429;18
431;16
433;30
435;29
437;40
439;39
441;54
443;67
445;68
447;86
449;115
451;131
453;137
455;138
457;162
459;171
461;224
463;232
465;239
467;236
469;248
471;288
473;306
475;283
477;274
479;276
481;296
483;281
485;301
487;256
489;213
491;220
493;194
495;206
497;205
499;155
501;141
503;93
505;95
507;78
509;72
511;57
513;59
515;61
517;45
519;28
521;26
523;26
525;25
527;14
529;17
531;14
533;10
535;11
537;15
539;3
541;13
543;20
545;7
547;7
549;14
551;12
553;10
555;10
557;6
559;9
561;11
563;6
565;8
567;17
569;10
571;12
573;13
575;17
577;10
579;20
581;35
583;25
585;29
587;44
589;40
591;50
593;65
595;66
597;96
599;86
601;136
603;150
605;171
607;162
609;238
611;251
613;286
615;282
617;359
619;345
621;394
623;427
625;431
627;478
629;479
631;477
633;460
635;480
637;483
639;471
641;473
643;468
645;439
647;402
649;363
651;359
653;351
655;282
657;278
659;261
661;235
663;188
665;159
667;130
669;146
671;111
673;101
675;75
677;74
679;55
681;45
683;56
685;44
687;46
689;34
691;32
693;38
695;20
697;24
699;23
701;25
703;25
705;22
707;24
709;28
711;22
713;20
715;23
717;24
719;22
721;8
723;20
725;21
727;22
729;29
731;30
733;24
735;34
737;48
739;46
741;39
743;78
745;61
747;83
749;97
751;82
753;126
755;164
757;169
759;189
761;196
763;245
765;282
767;326
769;377
771;400
773;455
775;473
777;496
779;551
781;586
783;555
785;629
787;614
789;681
791;623
793;663
795;695
797;668
799;645
801;623
803;651
805;573
807;569
809;522
811;488
813;426
815;433
817;366
819;363
821;317
823;279
825;228
827;200
829;202
831;165
833;156
835;117
837;120
839;88
841;96
843;84
845;73
847;62
849;57
851;55
853;48
855;58
857;49
859;44
861;40
863;45
865;42
867;53
869;35
871;36
873;32
875;37
877;40
879;46
881;30
883;43
885;49
887;44
889;52
891;49
893;56
895;68
897;49
899;88
901;89
903;89
905;107
907;102
909;132
911;168
913;198
915;237
917;273
919;263
921;338
923;342
925;404
927;467
929;469
931;546
933;565
935;622
937;640
939;697
941;705
943;735
945;747
947;692
949;790
951;812
953;796
955;786
957;730
959;783
961;726
963;663
965;643
967;626
969;578
971;544
973;508
975;485
977;435
979;383
981;358
983;271
985;252
987;255
989;210
991;182
993;142
995;143
997;158
999;130
1001;128
1003;106
1005;81
1007;90
1009;80
1011;69
1013;77
1015;76
1017;62
1019;65
1021;54
1023;55
1025;52
1027;67
1029;56
1031;40
1033;45
1035;60
1037;54
1039;58
1041;51
1043;67
1045;59
1047;62
1049;69
1051;65
1053;88
1055;71
1057;91
1059;114
1061;118
1063;130
1065;162
1067;187
1069;198
1071;226
1073;257
1075;250
1077;307
1079;333
1081;367
1083;438
1085;444
1087;497
1089;551
1091;580
1093;639
1095;614
1097;660
1099;734
1101;764
1103;731
1105;762
1107;841
1109;782
1111;764
1113;757
1115;767
1117;722
1119;752
1121;687
1123;683
1125;641
1127;610
1129;559
1131;507
1133;464
1135;439
1137;403
1139;370
1141;337
1143;321
1145;272
1147;267
1149;234
1151;205
1153;183
1155;167
1157;169
1159;125
1161;127
1163;124
1165;111
1167;98
1169;96
1171;99
1173;92
1175;77
1177;90
1179;82
1181;60
1183;72
1185;69
1187;74
1189;82
1191;61
1193;70
1195;82
1197;81
1199;74
1201;83
1203;82
1205;83
1207;82
1209;82
1211;68
1213;87
1215;101
1217;128
1219;115
1221;142
1223;166
1225;177
1227;213
1229;227
1231;233
1233;280
1235;278
1237;346
1239;328
1241;415
1243;404
1245;434
1247;521
1249;525
1251;551
1253;560
1255;682
1257;672
1259;669
1261;647
1263;676
1265;719
1267;731
1269;711
1271;681
1273;668
1275;641
1277;630
1279;616
1281;572
1283;524
1285;509
1287;487
1289;494
1291;443
1293;401
1295;392
1297;361
1299;303
1301;287
1303;250
1305;229
1307;236
1309;200
1311;182
1313;181
1315;159
1317;124
1319;133
1321;127
1323;109
1325;108
1327;89
1329;89
1331;77
1333;80
1335;86
1337;81
1339;75
1341;76
1343;74
1345;63
1347;70
1349;73
1351;63
1353;76
1355;80
1357;76
1359;75
1361;78
1363;83
1365;71
1367;93
1369;104
1371;98
1373;102
1375;105
1377;113
1379;146
1381;159
1383;163
1385;205
1387;176
1389;212
1391;263
1393;241
1395;277
1397;293
1399;311
1401;344
1403;374
1405;375
1407;386
1409;426
1411;490
1413;517
1415;490
1417;485
1419;558
1421;525
1423;543
1425;536
1427;576
1429;546
1431;557
1433;496
1435;451
1437;487
1439;441
1441;442
1443;423
1445;429
1447;367
1449;371
1451;342
1453;301
1455;264
1457;263
1459;233
1461;223
1463;211
1465;195
1467;195
1469;155
1471;139
1473;141
1475;121
1477;118
1479;130
1481;107
1483;87
1485;97
1487;96
1489;67
1491;70
1493;75
1495;64
1497;63
1499;65
1501;66
1503;63
1505;73
1507;66
1509;65
1511;71
1513;55
1515;54
1517;83
1519;64
1521;69
1523;65
1525;72
1527;71
1529;84
1531;84
1533;102
1535;127
1537;116
1539;141
1541;156
1543;157
1545;170
1547;161
1549;190
1551;184
1553;222
1555;226
1557;259
1559;263
1561;284
1563;297
1565;291
1567;313
1569;347
1571;358
1573;357
1575;349
1577;362
1579;365
1581;404
1583;404
1585;401
1587;366
1589;355
1591;353
1593;354
1595;321
1597;317
1599;304
1601;280
1603;295
1605;271
1607;262
1609;283
1611;212
1613;215
1615;220
1617;195
1619;184
1621;174
1623;134
1625;146
1627;122
1629;120
1631;118
1633;98
1635;92
1637;92
1639;89
1641;90
1643;62
1645;64
1647;68
1649;58
1651;66
1653;58
1655;56
1657;53
1659;53
1661;50
1663;59
1665;39
1667;57
1669;48
1671;54
1673;49
1675;43
1677;60
1679;57
1681;52
1683;65
1685;76
1687;67
1689;74
1691;68
1693;94
1695;83
1697;88
1699;101
1701;111
1703;122
1705;110
1707;133
1709;138
1711;158
1713;171
1715;161
1717;163
1719;165
1721;190
1723;205
1725;240
1727;199
1729;233
1731;240
1733;216
1735;229
1737;243
1739;262
1741;252
1743;254
1745;255
1747;242
1749;234
1751;239
1753;232
1755;217
1757;193
1759;190
1761;184
1763;156
1765;173
1767;165
1769;159
1771;153
1773;146
1775;139
1777;131
1779;108
1781;108
1783;88
1785;94
1787;80
1789;71
1791;63
1793;73
1795;67
1797;58
1799;54
