Counts	 
2 	
9 	
10 	
30 	
42 	
51 	
102 	
138 	
205 	
305 	
414 	
524 	
785 	
878 	
1297 	
1725 	
2156 	
2994 	
3560 	
4481 	
5268 	
5888 	
6536 	
6814 	
6688 	
6332 	
5944 	
5230 	
4347 	
3668 	
3092 	
2568 	
2234 	
2069 	
1855 	
1795 	
1771 	
1941 	
1886 	
1924 	
2011 	
2160 	
2135 	
2197 	
2122 	
2119 	
1911 	
1988 	
1915 	
1832 	
1889 	
1950 	
2159 	
2511 	
2833 	
3422 	
3990 	
4438 	
4834 	
5169 	
5501 	
5692 	
5328 	
5178 	
4638 	
4213 	
3619 	
2990 	
2547 	
1998 	
1630 	
1382 	
1217 	
966 	
855 	
719 	
666 	
648 	
579 	
546 	
510 	
469 	
384 	
351 	
360 	
329 	
289 	
325 	
277 	
254 	
274 	
253 	
243 	
232 	
233 	
211 	
209 	
232 	
227 	
207 	
230 	
198 	
216 	
220 	
220 	
197 	
168 	
196 	
194 	
195 	
226 	
195 	
200 	
206 	
206 	
230 	
214 	
261 	
289 	
303 	
334 	
305 	
341 	
403 	
390 	
433 	
419 	
393 	
421 	
464 	
440 	
465 	
442 	
461 	
509 	
515 	
515 	
540 	
615 	
613 	
647 	
611 	
616 	
657 	
643 	
619 	
586 	
566 	
500 	
441 	
420 	
352 	
304 	
257 	
240 	
241 	
173 	
162 	
132 	
98 	
116 	
96 	
101 	
81 	
101 	
116 	
103 	
106 	
98 	
99 	
98 	
137 	
126 	
139 	
124 	
113 	
119 	
129 	
130 	
109 	
116 	
108 	
119 	
107 	
90 	
106 	
115 	
92 	
76 	
91 	
87 	
86 	
78 	
76 	
64 	
83 	
56 	
74 	
71 	
55 	
67 	
77 	
83 	
89 	
63 	
78 	
70 	
61 	
89 	
68 	
78 	
75 	
79 	
58 	
56 	
48 	
69 	
43 	
39 	
43 	
33 	
32 	
46 	
39 	
28 	
27 	
37 	
37 	
28 	
29 	
26 	
31 	
21 	
27 	
27 	
29 	
35 	
28 	
27 	
32 	
27 	
30 	
24 	
29 	
27 	
31 	
36 	
35 	
30 	
35 	
34 	
17 	
38 	
29 	
42 	
28 	
26 	
28 	
38 	
32 	
40 	
35 	
32 	
30 	
32 	
33 	
32 	
46 	
22 	
26 	
32 	
23 	
19 	
21 	
24 	
25 	
28 	
26 	
28 	
27 	
23 	
26 	
34 	
24 	
22 	
23 	
27 	
20 	
17 	
17 	
25 	
20 	
28 	
32 	
17 	
39 	
17 	
26 	
19 	
19 	
31 	
20 	
24 	
22 	
24 	
26 	
16 	
28 	
20 	
39 	
18 	
21 	
19 	
23 	
23 	
25 	
27 	
29 	
24 	
34 	
26 	
31 	
21 	
23 	
12 	
15 	
24 	
25 	
30 	
27 	
22 	
22 	
27 	
29 	
23 	
32 	
32 	
18 	
25 	
31 	
33 	
33 	
27 	
41 	
33 	
32 	
35 	
38 	
36 	
32 	
36 	
28 	
42 	
53 	
46 	
43 	
51 	
47 	
45 	
40 	
52 	
44 	
56 	
53 	
67 	
54 	
49 	
54 	
57 	
52 	
62 	
50 	
54 	
56 	
47 	
38 	
47 	
42 	
42 	
52 	
46 	
34 	
52 	
36 	
36 	
32 	
34 	
25 	
33 	
29 	
27 	
29 	
26 	
18 	
26 	
31 	
29 	
25 	
30 	
22 	
31 	
19 	
28 	
24 	
13 	
21 	
22 	
19 	
19 	
33 	
23 	
18 	
25 	
32 	
23 	
15 	
27 	
20 	
27 	
28 	
27 	
23 	
27 	
23 	
24 	
29 	
34 	
28 	
27 	
22 	
23 	
23 	
29 	
25 	
35 	
25 	
25 	
32 	
25 	
36 	
23 	
27 	
32 	
24 	
27 	
34 	
29 	
35 	
33 	
29 	
40 	
36 	
33 	
38 	
23 	
36 	
25 	
31 	
31 	
50 	
32 	
31 	
36 	
39 	
41 	
42 	
32 	
37 	
43 	
44 	
36 	
28 	
42 	
39 	
34 	
32 	
29 	
33 	
34 	
45 	
29 	
27 	
28 	
32 	
41 	
31 	
26 	
27 	
29 	
23 	
24 	
23 	
27 	
28 	
26 	
24 	
28 	
26 	
25 	
24 	
18 	
31 	
27 	
22 	
44 	
25 	
23 	
33 	
22 	
21 	
26 	
13 	
25 	
22 	
14 	
24 	
24 	
17 	
24 	
16 	
21 	
21 	
20 	
26 	
12 	
16 	
15 	
14 	
21 	
12 	
15 	
12 	
13 	
14 	
20 	
21 	
20 	
17 	
20 	
21 	
19 	
24 	
22 	
22 	
24 	
20 	
31 	
21 	
28 	
24 	
25 	
30 	
24 	
36 	
29 	
33 	
37 	
37 	
26 	
32 	
28 	
31 	
25 	
25 	
20 	
16 	
24 	
26 	
19 	
21 	
30 	
22 	
10 	
12 	
10 	
9 	
9 	
8 	
5 	
7 	
4 	
6 	
5 	
2 	
10 	
4 	
5 	
3 	
7 	
2 	
1 	
3 	
4 	
2 	
6 	
4 	
3 	
2 	
1 	
6 	
4 	
0 	
2 	
2 	
2 	
0 	
3 	
1 	
2 	
0 	
3 	
1 	
0 	
1 	
0 	
1 	
1 	
0 	
2 	
0 	
2 	
1 	
1 	
1 	
2 	
2 	
0 	
1 	
0 	
0 	
1 	
0 	
2 	
1 	
1 	
0 	
2 	
1 	
2 	
1 	
0 	
0 	
1 	
0 	
0 	
2 	
0 	
0 	
0 	
1 	
0 	
0 	
2 	
0 	
1 	
0 	
3 	
0 	
0 	
1 	
1 	
1 	
0 	
1 	
0 	
0 	
0 	
1 	
2 	
0 	
0 	
0 	
0 	
1 	
0 	
1 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
1 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
1 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
0 	
